subset,id_lab,id,tax_name,functional_group,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,methane_intensity,tddm
2,F24-3646,ABC-18865,Alysicarpus rugosus,Herbaceous_legumes,14.34,15.86,45.67,51.17
2,F25-0979,ABC-18873,Alysicarpus ferrugineus,Herbaceous_legumes,15.73,16.97,63.06,37.6
2,F24-3647,ABC-19032,Canavalia sp.,Herbaceous_legumes,13.27,17.19,45.7,59.15
2,F24-3648,ABC-19119,Alysicarpus rugosus,Herbaceous_legumes,14.11,17.43,40.18,56.58
2,F24-3546,ABC-1964,Stylosanthes guianensis,Herbaceous_legumes,13.07,15.02,70.95,34.83
2,F25-0980,ABC-19867,Uraria lagopodioides,Herbaceous_legumes,15.8,18.18,65.82,42.37
2,F25-0981,ABC-20207,Aeschynomene sensitiva,Herbaceous_legumes,12.38,13.8,46.04,42.06
2,F24-3650,ABC-20303,Canavalia brasiliensis,Herbaceous_legumes,13.51,17.89,52.89,58.61
2,F25-0949,ABC-20304,Canavalia brasiliensis,Herbaceous_legumes,13.59,21.11,47.76,65.02
2,F24-3651,ABC-20589,Uraria lagopodioides,Herbaceous_legumes,14.99,18.29,41.75,55.03
2,F25-0982,ABC-20709,Calopogonium mucunoides,Herbaceous_legumes,15.07,16.88,72.85,34.09
2,F25-0935,ABC-20891,Cajanus cajan,Shrub_Trees,12.92,16.56,47.98,29.51
2,F25-0950,ABC-21603,Lablab purpureus,Herbaceous_legumes,13.84,17.29,56.99,53.45
2,F24-3652,ABC-21687,Desmanthus virgatus,Shrub_Trees,12.63,16.91,42.42,45.4
2,F24-3653,ABC-22048,Aeschynomene americana,Herbaceous_legumes,13.39,16.67,57.52,54.68
2,F24-3654,ABC-22156,Arachis pintoi,Herbaceous_legumes,12.54,16.11,53.44,56.59
2,F24-3655,ABC-22507,Desmanthus subulatus,Shrub_Trees,12.33,16.51,66.19,35.99
2,F24-3656,ABC-22510,Desmanthus bicornutus,Shrub_Trees,12.51,16.87,66.14,29.98
2,F24-3657,ABC-22598,Lablab purpureus,Herbaceous_legumes,15.02,16.84,54.86,47.11
2,F25-0932,ABC-22768,Lablab purpureus,Herbaceous_legumes,14.17,17.89,49.54,64.18
2,F25-0933,ABC-22770,Lablab purpureus,Herbaceous_legumes,14.09,17.34,47.68,68.75
2,F24-3658,ABC-22784,Desmanthus bicornutus,Shrub_Trees,12.84,17.47,51.81,37.08
2,F25-0951,ABC-23248,Desmodium velutinum,Shrub_Trees,14.13,19.07,49.94,53.11
2,F25-0952,ABC-23271,Desmodium velutinum,Shrub_Trees,13.81,19.8,45.15,53.06
2,F25-0953,ABC-23279,Desmodium velutinum,Shrub_Trees,14.41,19.2,59.41,46.68
2,F25-0954,ABC-23326,Desmodium velutinum,Shrub_Trees,14.26,19.42,53.1,46.52
2,F24-3659,ABC-25113,Centrosema brasilianum,Herbaceous_legumes,14.63,17.37,55.26,43.93
2,F25-0984,ABC-25522,Centrosema macrocarpum,Herbaceous_legumes,13.89,17.57,59.89,43.72
2,F25-0985,ABC-25704,Centrosema molle x acutifolium,Herbaceous_legumes,13.27,14.97,63.12,34.37
2,F24-3547,ABC-2613,Stylosanthes guianensis,Herbaceous_legumes,11.63,12.83,88.62,30.9
2,F25-0960,ABC-3187,Desmodium cajanifolium,Shrub_Trees,12.83,16.39,35.08,70.3
2,F24-3536,ABC-32379,Desmanthus pubescens,Shrub_Trees,12.53,16.94,35.46,52.51
2,F24-3537,ABC-32380,Desmanthus pubescens,Shrub_Trees,12.96,17.42,44.36,39.27
2,F24-3660,ABC-33114,Dendrolobium sp.,Shrub_Trees,13.73,17.41,58.31,26.15
2,F24-3538,ABC-33249,Desmodium velutinum,Shrub_Trees,14.49,16.82,50.33,41.65
2,F25-0955,ABC-33255,Desmodium velutinum,Shrub_Trees,15.04,19.57,49.45,47.06
2,F25-0956,ABC-33428,Desmodium velutinum,Shrub_Trees,14.48,17.8,35.5,52.17
2,F25-0957,ABC-33451,Desmodium velutinum,Shrub_Trees,13.04,15.0,43.3,43.25
2,F25-0958,ABC-33463,Desmodium velutinum,Shrub_Trees,14.49,19.04,36.56,57.77
2,F25-0986,ABC-33729,Desmodium cinereum,Shrub_Trees,14.3,15.77,46.49,41.62
2,F25-0987,ABC-33827,Desmodium incanum,Herbaceous_legumes,12.8,18.09,90.32,22.28
2,F25-0959,ABC-350,Desmodium heterocarpon,Herbaceous_legumes,12.41,14.48,32.84,41.39
2,F24-3619,ABC-3813,Desmodium sequax,Herbaceous_legumes,13.71,16.77,47.74,23.81
2,F24-3612,ABC-398,Desmodium incanum,Herbaceous_legumes,13.99,17.1,49.86,37.94
2,F25-0961,ABC-4028,Galactia glaucescens,Herbaceous_legumes,11.34,15.22,40.58,30.52
2,F24-3662,ABC-43477,Desmodium cinereum,Shrub_Trees,15.27,17.08,72.97,32.23
2,F24-3613,ABC-438,Centrosema molle x acutifolium,Herbaceous_legumes,14.41,17.06,44.76,38.37
2,F24-3614,ABC-442,Centrosema molle x acutifolium,Herbaceous_legumes,14.57,17.37,52.27,43.3
2,F24-3615,ABC-466,Vigna umbellata,Herbaceous_legumes,14.22,17.87,46.59,62.6
2,F25-0936,ABC-5172,Centrosema molle,Herbaceous_legumes,13.16,15.63,50.12,35.41
2,F25-0962,ABC-5277,Centrosema acutifolium,Herbaceous_legumes,13.27,16.82,46.87,57.08
2,F25-0937,ABC-5452,Centrosema macrocarpum,Herbaceous_legumes,12.74,17.17,56.12,36.16
2,F24-3620,ABC-5512,Centrosema brasilianum,Herbaceous_legumes,14.28,18.59,45.89,59.21
2,F24-3621,ABC-5568,Centrosema acutifolium,Herbaceous_legumes,14.09,17.94,52.67,44.5
2,F24-3622,ABC-5657,Centrosema brasilianum,Herbaceous_legumes,12.8,17.68,47.4,50.66
2,F25-0938,ABC-5733,Centrosema macrocarpum,Herbaceous_legumes,13.21,17.06,48.62,43.99
2,F25-0939,ABC-5735,Centrosema macrocarpum,Herbaceous_legumes,13.9,17.53,47.18,51.89
2,F24-3623,ABC-5744,Centrosema macrocarpum,Herbaceous_legumes,14.14,18.53,55.63,37.76
2,F25-0940,ABC-5749,Centrosema plumieri,Herbaceous_legumes,12.76,17.73,59.19,46.65
2,F25-0941,ABC-5911,Centrosema macrocarpum,Herbaceous_legumes,13.1,17.79,61.94,41.46
2,F24-3624,ABC-7131,Eriosema diffusum,Herbaceous_legumes,13.3,15.9,55.01,23.05
2,F24-3616,ABC-715,Canavalia ensiformis,Herbaceous_legumes,13.9,17.08,44.06,55.83
2,F25-0963,ABC-7227,Galactia texana,Herbaceous_legumes,10.43,12.73,31.16,51.21
2,F24-3625,ABC-7318,Canavalia sp.,Herbaceous_legumes,12.68,17.34,51.63,53.32
2,F24-3626,ABC-7395,Galactia striata,Herbaceous_legumes,12.69,17.14,51.12,49.13
2,F24-3627,ABC-7648,Canavalia brasiliensis,Herbaceous_legumes,12.69,18.0,52.12,51.9
2,F24-3628,ABC-7746,Crotalaria paulina,Herbaceous_legumes,12.88,16.99,41.13,57.79
2,F24-3629,ABC-7813,Indigofera cryptantha,Herbaceous_legumes,14.13,20.08,58.94,61.74
2,F24-3630,ABC-7831,Tephrosia rhodesica,Shrub_Trees,14.91,20.47,54.47,51.58
2,F24-3631,ABC-7894,Canavalia brasiliensis,Herbaceous_legumes,12.54,18.14,45.98,49.64
2,F24-3632,ABC-7991,Indigofera suffruticosa,Herbaceous_legumes,14.83,18.49,63.57,39.55
2,F25-0964,ABC-8013,Crotalaria paulina,Herbaceous_legumes,13.2,15.89,44.51,64.81
2,F25-0965,ABC-8156,Chamaecrista rotundifolia,Herbaceous_legumes,14.43,20.12,44.88,48.38
2,F24-3633,ABC-8202,Chamaecrista rotundifolia,Herbaceous_legumes,13.61,18.64,48.87,51.8
2,F25-0988,ABC-8512,Calopogonium caeruleum,Herbaceous_legumes,14.62,17.19,80.58,33.65
2,F24-3617,ABC-887,Calopogonium mucunoides,Herbaceous_legumes,14.44,18.2,41.52,52.78
2,F24-3634,ABC-9189,Indigofera suffruticosa,Herbaceous_legumes,15.27,20.18,45.56,57.89
2,F24-3618,ABC-923,Galactia latisiliqua,Herbaceous_legumes,14.04,18.3,49.82,63.67
2,F25-0966,ABC-9323,Crotalaria vitellina,Herbaceous_legumes,14.66,17.21,51.69,64.57
2,F24-3635,ABC-9434,Clitoria ternatea,Herbaceous_legumes,14.89,17.69,64.02,52.1
2,F25-0967,ABC-9537,Crotalaria sagittalis,Herbaceous_legumes,13.62,15.54,43.17,63.64
2,F25-0968,ABC-9690,Aeschynomene histrix,Herbaceous_legumes,14.26,17.11,48.01,58.38
2,F25-0969,ABC-9900,Pueraria phaseoloides,Herbaceous_legumes,14.1,15.19,53.98,41.75
2,F25-1655,CIAT-1992,Stylosanthes guianensis,Herbaceous_legumes,11.81,13.93,48.53,39.69
2,F25-1656,CIAT-3001,Codariocalyx gyroides,Shrub_Trees,12.54,15.48,45.13,34.35
2,F25-1657,CIAT-3304,Desmodium cajanifolium,Shrub_Trees,13.34,16.12,54.83,43.46
2,F25-1658,CIAT-5713,Centrosema macrocarpum,Herbaceous_legumes,13.92,17.19,60.77,38.7
2,F25-1659,CIAT-7381,Galactia glaucescens,Herbaceous_legumes,12.66,16.77,105.18,21.46
2,F25-1660,CIAT-7799,Dioclea guianensis,Herbaceous_legumes,12.31,14.67,102.97,13.27
2,F25-1661,CIAT-7803,Dioclea holtiana,Herbaceous_legumes,11.41,14.09,68.49,24.78
2,F25-1651,CIAT-798,Galactia striata,Herbaceous_legumes,12.74,16.7,53.66,49.62
2,F25-1662,CIAT-8182,Eriosema diffusum,Herbaceous_legumes,13.03,16.52,118.46,21.92
2,F25-1652,CIAT-822,Calopogonium mucunoides,Herbaceous_legumes,14.01,16.64,43.7,49.82
2,F25-1663,CIAT-8434,Dioclea sericea,Herbaceous_legumes,13.44,16.8,97.89,19.87
2,F25-1653,CIAT-852,Dioclea sericea,Herbaceous_legumes,11.8,14.53,43.16,23.64
2,F25-1664,CIAT-8702,Calopogonium caeruleum,Herbaceous_legumes,14.46,18.0,68.3,31.99
2,F25-1665,CIAT-8816,Crotalaria micans,Herbaceous_legumes,13.81,17.17,43.29,62.44
2,F25-1654,CIAT-907,Dioclea virgata,Herbaceous_legumes,13.54,17.01,57.71,36.64
2,F25-2144,CIAT-BH-16-1763,Urochloa humidicola,Grass,12.28,14.9,41.73,53.52
2,F25-2145,CIAT-BH-16-B-2165,Urochloa humidicola,Grass,12.58,15.3,43.54,54.76
2,F25-2146,CIAT-BH-16-B-2167,Urochloa humidicola,Grass,12.67,14.6,43.77,49.81
2,F25-2178,CIAT-BH-22-0071,Urochloa humidicola,Grass,12.86,14.78,115.32,33.16
2,F25-2172,CIAT-BH-22-0132,Urochloa humidicola,Grass,12.72,14.6,95.25,26.1
2,F25-2175,CIAT-BH-22-0456,Urochloa humidicola,Grass,13.04,14.48,83.65,39.97
2,F25-2166,CIAT-BH-22-0528,Urochloa humidicola,Grass,12.93,14.62,146.98,23.11
2,F25-2170,CIAT-BH-22-0765,Urochloa humidicola,Grass,13.52,14.66,117.87,28.37
2,F25-2163,CIAT-BH-22-1258,Urochloa humidicola,Grass,12.87,14.79,82.25,27.68
2,F25-2180,CIAT-BH-22-1267,Urochloa humidicola,Grass,12.6,14.82,189.73,33.6
2,F25-2181,CIAT-BH-22-1303,Urochloa humidicola,Grass,12.92,14.78,83.14,36.54
2,F25-2164,CIAT-BH-22-1370,Urochloa humidicola,Grass,12.89,14.68,67.26,36.08
2,F25-2157,CIAT-BH-22-1375,Urochloa humidicola,Grass,12.44,15.14,71.41,38.62
2,F25-2161,CIAT-BH-22-1706,Urochloa humidicola,Grass,12.42,14.71,82.91,29.45
2,F25-2176,CIAT-BH-22-1832,Urochloa humidicola,Grass,13.03,14.52,110.46,37.76
2,F25-2177,CIAT-BH-22-1872,Urochloa humidicola,Grass,12.88,15.02,243.09,30.86
2,F25-2183,CIAT-BH-22-2046,Urochloa humidicola,Grass,12.46,14.68,84.36,34.55
2,F25-2174,CIAT-BH-22-2074,Urochloa humidicola,Grass,13.16,15.13,65.87,41.42
2,F25-2169,CIAT-BH-22-2189,Urochloa humidicola,Grass,12.93,14.81,76.17,27.59
2,F25-2165,CIAT-BH-22-2225,Urochloa humidicola,Grass,13.31,15.09,103.85,30.15
2,F25-2182,CIAT-BH-22-2508,Urochloa humidicola,Grass,13.28,15.15,93.34,33.7
2,F25-2171,CIAT-BH-22-2531,Urochloa humidicola,Grass,12.64,14.98,143.87,29.77
2,F25-2156,CIAT-BH-22-3115,Urochloa humidicola,Grass,12.14,14.84,62.57,37.57
2,F25-2167,CIAT-BH-22-3507,Urochloa humidicola,Grass,12.79,14.69,113.16,22.86
2,F25-2173,CIAT-BH-22-3521,Urochloa humidicola,Grass,13.17,14.63,121.53,27.73
2,F25-2153,CIAT-BH-22-4092,Urochloa humidicola,Grass,12.6,15.27,47.18,47.84
2,F25-2162,CIAT-BH-22-4169,Urochloa humidicola,Grass,12.93,14.87,86.19,27.88
2,F25-2168,CIAT-BH-22-4253,Urochloa humidicola,Grass,12.99,14.71,93.59,28.65
2,F25-2179,CIAT-BH-22-4454,Urochloa humidicola,Grass,13.34,15.39,100.86,36.71
2,F25-2160,CIAT-BH-22-4865,Urochloa humidicola,Grass,12.84,14.88,69.45,34.09
2,F25-1721,CIAT-BR-02-0465,Brachiaria interespecifico,Grass,12.13,15.33,51.44,43.68
2,F25-1722,CIAT-BR-04-3025,Brachiaria interespecifico,Grass,13.46,15.33,54.31,48.78
2,F25-1723,CIAT-BR-05-1435,Brachiaria interespecifico,Grass,12.36,15.16,45.58,43.49
2,F25-2104,CIAT-BR-06-1348,Brachiaria interespecifico,Grass,12.41,15.22,69.37,35.23
2,F25-1724,CIAT-BR-09-3660,Brachiaria interespecifico,Grass,12.86,15.26,52.53,44.62
2,F25-2105,CIAT-BR-09-4467,Brachiaria interespecifico,Grass,12.52,15.23,73.83,37.88
2,F25-2106,CIAT-BR-09-4777,Brachiaria interespecifico,Grass,12.72,15.09,89.44,31.32
2,F25-2107,CIAT-BR-12-0255,Brachiaria interespecifico,Grass,12.31,15.09,37.48,60.12
2,F25-2108,CIAT-BR-12-0461,Brachiaria interespecifico,Grass,12.52,15.34,37.7,61.59
2,F25-1701,CIAT-BR-12-1362,Brachiaria interespecifico,Grass,11.96,14.68,36.67,64.41
2,F25-2109,CIAT-BR-12-1620,Brachiaria interespecifico,Grass,12.4,14.99,36.04,60.13
2,F25-2110,CIAT-BR-12-1889,Brachiaria interespecifico,Grass,11.64,15.62,36.64,57.99
2,F25-1702,CIAT-BR-12-2462,Brachiaria interespecifico,Grass,12.94,13.12,35.78,56.21
2,F25-1703,CIAT-BR-12-3868,Brachiaria interespecifico,Grass,11.08,14.5,33.46,55.88
2,F25-2111,CIAT-BR-12-4039,Brachiaria interespecifico,Grass,12.23,15.64,38.13,56.17
2,F25-1711,CIAT-BR-12-4400,Brachiaria interespecifico,Grass,12.41,15.0,46.5,53.36
2,F25-2112,CIAT-BR-12-4856,Brachiaria interespecifico,Grass,12.56,15.13,40.7,49.54
2,F25-2113,CIAT-BR-12-5049,Brachiaria interespecifico,Grass,12.74,15.83,44.66,50.57
2,F25-2114,CIAT-BR-15-1851,Brachiaria interespecifico,Grass,12.8,15.46,45.29,51.12
2,F25-1704,CIAT-BR-15-2558,Brachiaria interespecifico,Grass,12.19,14.63,38.25,57.33
2,F25-1705,CIAT-BR-15-2811,Brachiaria interespecifico,Grass,11.99,13.79,36.8,56.83
2,F25-1706,CIAT-BR-15-2891,Brachiaria interespecifico,Grass,13.08,14.58,40.25,54.93
2,F25-2115,CIAT-BR-15-3025,Brachiaria interespecifico,Grass,12.84,15.32,42.43,52.27
2,F25-2116,CIAT-BR-15-3248,Brachiaria interespecifico,Grass,12.69,15.71,40.34,54.32
2,F25-1712,CIAT-BR-15-3434,Brachiaria interespecifico,Grass,13.16,14.82,49.11,50.69
2,F25-1713,CIAT-BR-15-3811,Brachiaria interespecifico,Grass,12.68,14.57,48.25,49.7
2,F25-1714,CIAT-BR-15-6547,Brachiaria interespecifico,Grass,12.37,14.74,41.87,50.44
2,F25-1715,CIAT-BR-15-7121,Brachiaria interespecifico,Grass,11.98,15.52,50.81,47.76
2,F25-2117,CIAT-BR-15-7659,Brachiaria interespecifico,Grass,12.39,15.24,41.22,52.92
2,F25-1716,CIAT-BR-15-8887,Brachiaria interespecifico,Grass,12.41,15.54,55.78,47.56
2,F25-2118,CIAT-BR-15-8919,Brachiaria interespecifico,Grass,12.42,15.0,43.24,50.93
2,F25-1725,CIAT-BR-19-1264,Brachiaria interespecifico,Grass,12.26,15.53,49.0,45.46
2,F25-1707,CIAT-BR-19-1343,Brachiaria interespecifico,Grass,11.84,14.01,39.18,50.61
2,F25-1717,CIAT-BR-19-4678,Brachiaria interespecifico,Grass,12.79,14.87,51.68,47.83
2,F25-1718,CIAT-BR-19-5029,Brachiaria interespecifico,Grass,13.11,15.44,45.62,51.34
2,F25-1726,CIAT-BR-19-5217,Brachiaria interespecifico,Grass,12.66,15.21,51.82,46.22
2,F25-1719,CIAT-BR-19-5357,Brachiaria interespecifico,Grass,12.81,15.22,49.66,48.47
2,F25-1720,CIAT-BR-19-5381,Brachiaria interespecifico,Grass,12.34,15.16,46.28,47.56
2,F25-2119,CIAT-BR-19-5515,Brachiaria interespecifico,Grass,12.34,15.18,45.3,52.02
2,F25-2120,CIAT-BR-19-5877,Brachiaria interespecifico,Grass,12.69,15.3,46.91,50.02
2,F25-2121,CIAT-BR-19-6136,Brachiaria interespecifico,Grass,12.63,15.18,48.9,46.05
2,F25-2087,CIAT-CIAT-16021,Megathyrsus maximus,Grass,14.68,17.44,55.86,42.94
2,F25-2092,CIAT-CIAT-16025,Megathyrsus maximus,Grass,13.42,16.32,49.69,45.83
2,F25-2080,CIAT-CIAT-16031,Megathyrsus maximus,Grass,13.86,17.0,42.96,55.93
2,F25-2101,CIAT-CIAT-16071,Megathyrsus maximus,Grass,13.77,17.33,106.37,25.45
2,F25-2147,CIAT-CIAT-16886,Urochloa humidicola,Grass,13.17,14.72,40.89,54.54
2,F25-2148,CIAT-CIAT-16891,Urochloa humidicola,Grass,12.63,14.91,41.7,49.99
2,F25-1708,CIAT-CIAT-26110,Brachiaria interespecifico,Grass,13.28,15.13,48.14,49.43
2,F25-1727,CIAT-CIAT-26124,Brachiaria interespecifico,Grass,13.51,14.93,53.17,43.78
2,F25-2149,CIAT-CIAT-26146,Urochloa humidicola,Grass,12.61,14.9,44.07,51.97
2,F25-2150,CIAT-CIAT-26149,Urochloa humidicola,Grass,12.44,15.03,43.75,52.93
2,F25-2151,CIAT-CIAT-26160,Urochloa humidicola,Grass,12.82,15.26,44.14,52.52
2,F25-2152,CIAT-CIAT-26415,Urochloa humidicola,Grass,12.09,14.63,42.34,48.43
2,F25-2154,CIAT-CIAT-26438,Urochloa humidicola,Grass,12.53,14.84,101.65,34.95
2,F25-2155,CIAT-CIAT-26570,Urochloa humidicola,Grass,13.28,15.51,88.85,36.37
2,F25-1709,CIAT-CIAT-26646,Brachiaria interespecifico,Grass,11.56,14.83,45.13,49.08
2,F25-2081,CIAT-CIAT-26936,Megathyrsus maximus,Grass,14.43,16.83,44.14,53.71
2,F25-2158,CIAT-CIAT-6133,Urochloa humidicola,Grass,12.34,14.73,86.18,35.04
2,F25-1710,CIAT-CIAT-6297,Brachiaria interespecifico,Grass,12.91,15.01,50.2,47.27
2,F25-2159,CIAT-CIAT-679,Urochloa humidicola,Grass,12.42,14.87,80.92,34.05
2,F25-2098,CIAT-CIAT-6986,Megathyrsus maximus,Grass,13.76,16.14,89.09,37.94
2,F25-2089,CIAT-PM-21-0065,Megathyrsus maximus,Grass,14.13,16.93,49.51,49.57
2,F25-2093,CIAT-PM-21-0070,Megathyrsus maximus,Grass,13.77,16.82,72.54,44.11
2,F25-2083,CIAT-PM-21-0072,Megathyrsus maximus,Grass,13.57,16.86,42.67,53.17
2,F25-2082,CIAT-PM-21-0074,Megathyrsus maximus,Grass,13.9,16.89,41.79,54.87
2,F25-2100,CIAT-PM-21-0078,Megathyrsus maximus,Grass,13.78,16.54,93.99,35.33
2,F25-2097,CIAT-PM-21-0079,Megathyrsus maximus,Grass,13.48,16.18,58.14,42.24
2,F25-2086,CIAT-PM-21-0819,Megathyrsus maximus,Grass,13.78,16.67,46.72,51.88
2,F25-2102,CIAT-PM-21-0876,Megathyrsus maximus,Grass,13.43,16.14,97.08,34.17
2,F25-2079,CIAT-PM-21-2580,Megathyrsus maximus,Grass,13.72,16.9,42.58,60.3
2,F25-2077,CIAT-PM-21-3535,Megathyrsus maximus,Grass,14.12,16.73,41.28,53.93
2,F25-2103,CIAT-PM-21-3641,Megathyrsus maximus,Grass,13.41,16.31,93.13,35.27
2,F25-2095,CIAT-PM-21-3662,Megathyrsus maximus,Grass,13.86,16.44,64.31,44.73
2,F25-2096,CIAT-PM-21-4448,Megathyrsus maximus,Grass,14.09,16.46,91.21,37.11
2,F25-2099,CIAT-PM-21-4852,Megathyrsus maximus,Grass,13.82,16.23,106.21,33.03
2,F25-2094,CIAT-PM-21-4926,Megathyrsus maximus,Grass,14.36,16.64,73.16,34.14
2,F25-2078,CIAT-PM-21-6106,Megathyrsus maximus,Grass,14.51,17.39,40.45,58.82
2,F25-2084,CIAT-PM-21-6598,Megathyrsus maximus,Grass,13.47,16.84,46.34,50.76
2,F25-2090,CIAT-PM-21-6629,Megathyrsus maximus,Grass,13.68,16.34,47.95,44.82
2,F25-2088,CIAT-PM-21-6640,Megathyrsus maximus,Grass,13.7,17.04,44.24,49.86
2,F25-2091,CIAT-PM-21-6641,Megathyrsus maximus,Grass,14.36,17.41,48.44,51.47
2,F25-2085,CIAT-PM-21-6647,Megathyrsus maximus,Grass,14.16,16.74,48.25,50.51
2,F25-0017,Hohenheimer-Heustandard,Hohenheimer Heustandard,Forage,14.44,16.88,89.42,45.33
2,F25-0018,Homenheim-Concentrate,Homenheim Concentrate,Concentrate,15.0,17.87,69.04,54.42
2,F25-2076,ILRI-15551,Leucaena diversifolia,Shrub_Trees,10.02,13.09,33.56,43.35
2,F25-2131,Muestra-#-02,Cynodon nlemfuensis,Grass,14.0,15.34,167.32,12.55
2,F25-0008,Sample-8,Cynodon nlemfuensis ,Grass,14.53,16.28,92.44,29.63
3,F24-3549,ABC-10440,Stylosanthes humilis,Herbaceous_legumes,12.24,13.73,45.94,54.2
3,F24-3550,ABC-10613,Stylosanthes scabra,Herbaceous_legumes,12.26,13.87,63.05,39.5
3,F24-3551,ABC-10627,Stylosanthes scabra,Herbaceous_legumes,12.49,13.61,46.84,47.71
3,F24-3552,ABC-10634,Stylosanthes scabra,Herbaceous_legumes,12.53,13.56,52.78,50.55
3,F24-3553,ABC-10639,Stylosanthes scabra,Herbaceous_legumes,12.8,14.27,52.7,51.87
3,F24-3554,ABC-10725,Stylosanthes scabra,Herbaceous_legumes,12.91,14.14,51.65,45.73
3,F24-3555,ABC-11199,Stylosanthes hamata,Herbaceous_legumes,12.89,14.57,62.33,45.07
3,F24-3556,ABC-11215,Stylosanthes hamata,Herbaceous_legumes,13.08,14.14,45.54,58.15
3,F24-3557,ABC-11220,Stylosanthes hamata,Herbaceous_legumes,12.84,14.34,56.23,52.76
3,F24-3558,ABC-11232,Stylosanthes hamata,Herbaceous_legumes,12.5,14.31,59.02,49.49
3,F24-3559,ABC-11313,Stylosanthes guianensis,Herbaceous_legumes,12.26,13.51,55.16,41.97
3,F24-3560,ABC-11417,Stylosanthes guianensis,Herbaceous_legumes,12.13,12.21,43.95,43.31
3,F24-3561,ABC-11624,Stylosanthes humilis,Herbaceous_legumes,12.16,13.26,51.7,49.47
3,F24-3562,ABC-11690,Stylosanthes humilis,Herbaceous_legumes,12.24,13.52,61.77,41.84
3,F24-3563,ABC-11762,Stylosanthes hamata,Herbaceous_legumes,13.2,14.58,64.94,44.09
3,F24-3564,ABC-11778,Stylosanthes hamata,Herbaceous_legumes,12.7,14.19,53.43,52.53
3,F24-3565,ABC-11784,Stylosanthes hamata,Herbaceous_legumes,13.21,14.46,64.6,41.61
3,F24-3566,ABC-11820,Stylosanthes scabra,Herbaceous_legumes,12.56,13.96,56.11,47.55
3,F24-3567,ABC-12042,Stylosanthes humilis,Herbaceous_legumes,12.24,13.31,62.22,40.48
3,F24-3568,ABC-12115,Stylosanthes humilis,Herbaceous_legumes,12.54,13.96,54.71,53.26
3,F24-3569,ABC-12140,Stylosanthes humilis,Herbaceous_legumes,12.23,13.69,47.63,57.11
3,F24-3570,ABC-12184,Stylosanthes humilis,Herbaceous_legumes,12.9,14.17,50.4,57.46
3,F24-3571,ABC-12202,Stylosanthes humilis,Herbaceous_legumes,12.66,13.99,47.99,58.54
3,F24-3572,ABC-12311,Stylosanthes guianensis,Herbaceous_legumes,12.59,13.95,51.55,53.64
3,F24-3574,ABC-12374,Stylosanthes hamata,Herbaceous_legumes,13.07,14.66,55.61,56.29
3,F24-3573,ABC-12381,Stylosanthes hamata,Herbaceous_legumes,13.11,14.61,60.47,50.87
3,F24-3575,ABC-12457,Stylosanthes hamata,Herbaceous_legumes,13.11,14.62,51.9,57.71
3,F24-3576,ABC-12462,Stylosanthes hamata,Herbaceous_legumes,12.86,14.57,49.34,59.72
3,F24-3577,ABC-12485,Stylosanthes scabra,Herbaceous_legumes,12.94,13.8,42.69,49.97
3,F24-3578,ABC-12615,Stylosanthes guianensis,Herbaceous_legumes,12.72,13.68,46.77,53.45
3,F24-3579,ABC-12686,Stylosanthes hamata,Herbaceous_legumes,12.01,13.67,52.82,50.07
3,F24-3580,ABC-12710,Stylosanthes scabra,Herbaceous_legumes,12.81,13.82,47.85,48.73
3,F24-3581,ABC-12758,Stylosanthes guianensis,Herbaceous_legumes,12.01,11.7,43.38,44.68
3,F25-0971,ABC-13149,Desmodium strigillosum,Herbaceous_legumes,13.02,14.15,43.24,46.64
3,F25-0974,ABC-13946,Desmodium sequax,Herbaceous_legumes,11.72,12.43,30.76,21.9
3,F24-3540,ABC-1467,Stylosanthes hamata,Herbaceous_legumes,12.98,14.53,52.38,58.72
3,F24-3541,ABC-1475,Stylosanthes hamata,Herbaceous_legumes,13.27,14.77,53.96,54.17
3,F25-0980,ABC-19867,Uraria lagopodioides,Herbaceous_legumes,15.54,16.21,47.4,53.37
3,F25-0954,ABC-23326,Desmodium velutinum,Shrub_Trees,14.57,16.41,43.07,63.05
3,F24-3548,ABC-2783,Stylosanthes humilis,Herbaceous_legumes,12.26,13.7,64.91,48.42
3,F25-2627,BR-02-1752-Cayman-Exc,Urochloa interespecifico,Grass,13.69,14.75,50.34,54.0
3,F25-2628,BR-06-423-Cayman-Exc,Urochloa interespecifico,Grass,13.36,14.78,49.46,57.64
3,F25-1670,CIAT-13158,Desmodium strigillosum,Herbaceous_legumes,12.54,13.4,36.32,48.82
3,F25-1671,CIAT-13329,Desmodium cajanifolium,Shrub_Trees,12.79,13.44,38.88,62.48
3,F25-1672,CIAT-13387,Desmodium sequax,Shrub_Trees,11.47,12.77,37.58,23.45
3,F25-1673,CIAT-13547,Codariocalyx gyroides,Shrub_Trees,11.87,13.5,43.63,33.02
3,F25-1674,CIAT-13953,Desmodium velutinum,Shrub_Trees,13.43,15.24,40.68,59.37
3,F25-1675,CIAT-15086,Centrosema acutifolium,Herbaceous_legumes,13.18,14.43,45.6,54.01
3,F25-1676,CIAT-17403,Flemingia macrophylla,Shrub_Trees,12.37,12.51,43.13,24.99
3,F25-2637,CIAT-17462,Leucaena leucocephala ,Shrub_Trees,13.11,14.46,49.82,38.19
3,F25-1677,CIAT-17519,Mimosa somnians,Herbaceous_legumes,9.57,9.77,21.6,49.51
